Age,Money,Credit_level,Grade
23,453800000,7,3
39,344600000,5,3
66,10600000,8,1
35,1600000,4,2
34,2200000,6,2
23,24900000,8,3
32,38600000,6,2
46,23900000,3,2
32,36700000,8,2
80,34100000,7,1
79,43000000,1,3
67,392200000,2,3
33,40400000,6,2
37,46200000,5,2
44,37300000,3,2
50,41500000,5,2
73,533400000,2,3
70,48900000,4,1
57,436300000,3,3
44,39400000,3,2
63,27000000,1,3
77,17400000,1,3
26,1400000,2,3
37,35500000,1,3
76,18300000,5,1
21,1000000,6,3
27,426500000,8,3
33,37900000,6,2
27,298500000,8,3
65,21100000,1,3
29,34900000,2,3
39,19200000,1,3
24,13700000,1,4
48,39100000,2,2
61,27200000,3,2
35,21200000,8,2
53,21100000,6,1
77,26400000,6,1
60,928100000,3,3
49,8000000,6,1
65,35000000,8,1
40,16400000,4,2
68,2600000,7,1
75,17600000,1,3
56,478200000,2,3
80,295200000,4,2
39,88200000,7,2
33,544300000,2,4
45,2600000,5,2
20,982800000,8,5
79,22800000,5,1
68,136700000,6,1
65,43800000,5,1
23,9100000,4,3
39,9400000,6,2
73,23100000,8,1
49,343000000,7,2
28,46600000,6,2
45,47100000,8,2
67,208300000,8,2
32,38200000,8,2
36,45100000,2,3
38,25000000,4,2
22,107400000,3,3
57,5600000,7,1
42,29900000,6,2
67,16300000,7,1
24,4100000,8,2
51,473800000,4,3
67,37000000,8,1
57,11100000,4,2
41,34400000,8,2
74,28200000,5,1
80,124000000,3,2
32,26000000,7,2
40,600000,8,2
76,38100000,2,2
67,5200000,2,2
41,49600000,7,2
52,19800000,3,2
56,39700000,6,1
69,26100000,4,1
66,35400000,5,1
56,19700000,5,1
37,922500000,8,3
72,2100000,6,1
28,17900000,5,2
64,40700000,1,3
64,6900000,1,3
60,459500000,2,3
73,21600000,3,2
80,22900000,6,1
37,606200000,2,4
50,2600000,4,2
29,442800000,4,3
80,4400000,2,2
30,32700000,8,2
56,19400000,1,3
63,20500000,1,3
63,48700000,5,1
22,48800000,3,3
30,11900000,5,2
64,21500000,6,1
28,26200000,6,2
73,18700000,5,1
48,511200000,7,3
74,12200000,3,2
22,11500000,2,3
64,64700000,1,3
57,14200000,7,1
55,20100000,5,1
31,21900000,3,3
43,28500000,7,2
77,251200000,2,3
45,263900000,2,3
74,16000000,2,2
74,466200000,3,3
67,34000000,8,1
65,249600000,2,3
74,32800000,1,3
27,464200000,7,3
42,13500000,3,2
61,640600000,8,3
79,653500000,5,3
49,35500000,8,1
61,42000000,8,1
57,45700000,5,1
33,10100000,7,2
50,28200000,8,1
64,47900000,3,2
34,21900000,3,2
76,15600000,4,1
44,4400000,5,2
61,875400000,6,3
78,11900000,1,3
63,171400000,4,2
67,61300000,6,1
78,9500000,3,1
48,46500000,2,2
59,48700000,5,1
75,105600000,4,2
37,4900000,4,2
73,112600000,8,1
39,42400000,6,2
29,528900000,4,3
77,13000000,6,1
74,23900000,8,1
80,10700000,8,1
31,45000000,3,3
30,37000000,3,3
77,3000000,4,1
20,188000000,1,5
24,47200000,3,3
57,45900000,4,2
76,23200000,2,2
66,617600000,3,3
45,44200000,5,2
76,44900000,2,2
33,30800000,8,2
55,34600000,3,2
60,12600000,3,2
65,242600000,8,2
75,12500000,8,1
23,16000000,5,3
24,511900000,2,4
43,30800000,1,3
45,4900000,3,2
39,151800000,5,2
67,146600000,4,2
52,5300000,5,1
56,37500000,5,1
22,27800000,8,3
57,8200000,4,2
31,1100000,6,2
26,900000,6,2
74,21600000,5,1
49,581700000,7,3
41,4800000,2,2
23,46600000,1,4
27,49400000,6,2
50,2800000,4,2
33,941700000,4,4
37,7800000,7,2
44,18300000,3,2
31,4200000,3,2
63,19200000,1,3
69,38800000,1,3
31,20400000,4,2
30,33000000,4,2
40,48300000,6,2
24,30000000,2,3
29,652100000,8,3
35,6900000,1,3
55,38500000,2,2
32,643700000,2,4
30,31300000,3,3
21,33300000,8,3
61,49200000,3,2
39,42100000,8,2
64,29200000,5,1
25,3300000,6,2
39,38100000,6,2
31,49900000,2,3
61,3300000,8,1
58,953700000,8,3
29,34700000,5,2
57,49100000,8,1
59,12700000,2,2
40,47200000,5,2
76,29200000,2,2
57,6200000,2,2
50,471400000,5,3
51,22000000,3,2
63,284400000,6,2
35,744800000,1,5
36,34000000,7,2
62,50000000,2,2
79,35400000,8,1
67,26400000,3,2
35,886100000,3,4
35,7600000,8,2
79,43700000,8,1
53,590000000,7,3
48,27900000,2,2
70,282800000,2,3
40,20000000,1,3
39,453400000,6,3
75,44800000,4,1
39,801000000,6,3
80,768500000,4,3
47,30700000,3,2
24,13500000,3,3
71,21200000,3,2
20,392700000,2,4
29,982200000,1,6
80,28900000,5,1
71,45200000,7,1
40,42700000,6,2
60,38900000,6,1
60,17300000,3,2
48,5100000,3,2
23,988300000,3,5
24,13800000,2,3
58,34800000,2,2
20,30700000,2,3
68,33400000,8,1
21,965000000,6,5
64,655100000,8,3
67,16000000,4,1
38,31300000,6,2
80,22400000,3,2
37,9900000,2,3
72,27200000,2,2
31,721400000,6,3
68,23100000,3,2
80,58100000,4,1
20,947100000,4,5
54,22700000,2,2
40,41000000,6,2
20,479000000,5,4
24,24100000,8,2
48,8800000,7,1
66,204300000,8,2
27,18700000,6,2
40,757400000,6,3
31,15900000,3,2
59,407900000,3,3
28,614900000,7,3
50,307800000,8,2
33,19500000,4,2
45,40400000,4,2
29,19700000,2,3
74,11000000,6,1
78,46500000,2,2
59,28400000,2,2
58,37600000,3,2
33,12400000,8,2
24,17300000,6,3
44,97100000,1,3
68,1700000,4,1
43,697600000,2,4
57,26100000,8,1
34,8700000,4,2
26,945700000,5,4
58,28500000,6,1
31,968000000,5,4
66,858300000,6,3
39,39200000,6,2
37,10700000,8,2
60,42600000,8,1
45,664200000,1,5
35,29100000,3,2
62,5700000,5,1
44,28800000,7,2
52,48900000,5,2
78,887200000,3,3
36,17800000,8,2
76,42000000,8,1
34,48700000,4,2
20,29300000,7,3
60,36900000,4,2
54,186800000,2,3
36,918600000,4,4
79,42700000,6,1
21,522900000,6,4
47,43300000,5,2
20,16900000,4,3
40,35500000,4,2
69,46600000,7,1
39,27100000,2,3
21,19300000,8,3
39,532500000,8,3
55,40100000,5,2
24,4500000,6,3
26,1500000,5,2
39,562700000,2,3
58,656900000,2,3
38,2600000,2,3
71,40500000,6,1
76,9800000,8,1
52,337800000,2,3
33,268100000,3,3
27,415800000,6,3
77,473300000,5,2
25,20500000,7,2
49,23800000,4,2
61,10600000,6,1
62,12300000,1,3
68,48100000,6,1
37,3400000,1,3
54,12400000,7,1
21,35300000,7,3
68,170200000,8,1
20,47800000,4,3
42,30300000,6,2
44,46800000,2,3
65,24900000,4,1
44,48400000,3,2
49,27500000,5,2
61,47800000,6,1
37,11200000,6,2
79,8800000,7,1
41,318200000,6,2
75,31700000,8,1
39,791700000,7,3
52,49800000,3,2
78,661800000,4,3
41,13400000,5,2
54,619200000,1,4
49,35300000,7,1
45,813400000,3,3
21,44600000,8,3
58,10300000,1,3
72,24400000,8,1
36,886100000,6,4
36,17700000,8,2
44,559700000,6,3
49,45200000,4,2
56,31000000,1,3
25,12500000,5,3
45,5600000,7,1
75,380100000,4,2
74,15700000,2,2
63,25600000,3,2
30,458800000,4,3
38,28900000,6,2
62,30400000,7,1
65,40100000,7,1
68,3500000,4,1
79,28300000,2,2
80,37900000,5,1
43,204900000,2,3
21,43800000,2,3
41,2800000,3,2
78,13400000,6,1
78,21100000,8,1
44,30000000,3,2
24,21500000,6,3
38,530000000,4,3
46,48700000,2,2
51,20600000,6,1
37,31100000,3,2
52,1500000,4,2
23,1100000,3,3
77,629600000,1,4
50,39400000,8,1
43,30000000,7,2
25,30100000,2,3
71,5400000,6,1
26,11100000,8,2
36,501800000,4,3
32,799000000,6,3
70,11900000,6,1
75,184000000,4,2
50,577800000,4,3
34,875500000,4,4
68,24900000,7,1
47,18500000,8,1
49,21600000,6,1
58,887900000,4,3
61,7100000,5,1
76,4600000,8,1
27,37900000,6,2
24,135000000,6,3
20,31900000,1,5
40,47400000,7,2
74,40700000,1,3
41,35000000,5,2
38,32800000,3,2
38,40800000,2,3
33,26900000,7,2
24,15400000,1,4
79,1700000,8,1
75,21000000,1,3
44,34500000,5,2
30,20300000,2,3
52,410100000,3,3
29,42500000,2,3
23,31700000,3,3
73,471100000,3,3
57,390300000,5,2
33,880200000,2,4
51,19700000,1,3
72,46100000,4,1
39,48400000,1,3
45,40200000,3,2
63,13900000,7,1
20,718700000,8,4
76,20700000,5,1
72,99900000,6,1
69,1100000,3,2
74,2300000,2,2
60,5600000,3,2
69,40700000,8,1
69,31300000,8,1
43,45600000,3,2
74,25100000,6,1
33,6600000,7,2
72,10200000,1,3
54,41900000,5,2
76,30100000,2,2
66,1600000,2,2
80,8200000,3,1
66,15900000,3,2
37,8700000,3,2
57,2500000,4,2
62,26700000,8,1
36,345900000,8,3
68,28100000,4,1
53,23800000,1,3
71,11300000,4,1
28,40300000,1,4
59,10800000,1,3
71,6200000,8,1
77,31300000,5,1
50,451400000,6,3
30,26800000,2,3
20,17500000,5,3
73,587900000,7,3
40,10700000,1,3
51,43300000,6,2
65,20800000,2,2
76,9200000,2,2
41,404900000,6,3
79,34800000,3,2
51,603900000,8,3
46,559400000,5,3
40,824600000,1,5
63,1300000,2,2
66,13700000,1,3
40,27500000,6,2
67,23400000,5,1
39,415600000,5,3
62,700000,3,2
22,20500000,1,4
23,31800000,1,4
40,13200000,3,2
68,154800000,4,2
23,11500000,4,3
33,25400000,5,2
72,41600000,5,1
63,537500000,8,2
22,924500000,5,5
68,40400000,6,1
20,44200000,8,3
58,962800000,2,4
69,33500000,1,3
57,18800000,4,2
38,30500000,2,3
60,3500000,1,3
50,15400000,7,1
65,30900000,8,1
75,48900000,5,1
69,100000,5,1
21,517200000,1,5
74,1000000,8,1
29,25500000,5,2
49,601000000,5,3
65,1700000,3,2
32,23800000,2,3
45,41300000,1,3
56,686900000,2,3
53,28100000,5,2
54,25300000,4,2
46,6700000,6,2
22,37800000,1,4
57,23600000,6,1
70,3700000,1,3
56,44600000,4,2
41,309900000,8,2
43,425600000,4,3
63,28100000,8,1
25,11000000,3,3
25,30100000,2,3
47,48700000,1,3
65,41700000,6,1
39,42100000,1,3
76,7900000,2,2
37,20800000,1,3
59,35800000,8,1
46,16400000,2,2
59,3600000,3,2
75,35600000,3,2
66,15400000,4,1
57,48200000,2,2
50,43900000,7,1
70,43400000,5,1
55,1300000,4,2
21,30600000,4,3
69,762700000,3,3
33,410800000,5,3
74,25300000,8,1
35,823800000,8,3
31,42500000,2,3
33,549900000,3,3
38,114500000,5,2
58,9700000,6,1
38,6700000,3,2
23,25100000,2,3
27,35700000,8,2
44,5600000,6,2
42,26300000,2,3
60,40900000,8,1
75,175800000,3,2
33,37400000,5,2
67,12800000,1,3
59,13600000,7,1
42,49800000,4,2
47,378600000,2,3
50,101200000,4,2
76,195400000,1,3
62,13100000,6,1
74,430700000,7,2
76,4000000,6,1
27,800000,8,2
66,35800000,5,1
27,31300000,5,2
60,11300000,8,1
39,588500000,7,3
55,844300000,1,5
71,43000000,2,2
34,88500000,8,2
54,1300000,8,1
40,24300000,6,2
60,4800000,4,1
39,26500000,8,2
57,23500000,8,1
27,3300000,8,2
24,10700000,7,2
45,385000000,6,2
51,9400000,5,2
61,562500000,2,3
59,38600000,4,2
24,461600000,3,4
52,27200000,8,1
43,339900000,2,3
70,582700000,5,3
68,900000,1,3
73,25000000,1,3
41,28700000,1,3
63,24500000,5,1
49,33400000,8,1
67,2200000,1,3
20,853100000,3,5
65,23700000,5,1
51,10200000,4,2
64,2500000,6,1
44,748800000,2,4
56,28600000,1,3
67,83200000,7,1
79,15300000,2,2
26,46100000,2,3
38,22600000,4,2
76,407400000,8,2
34,42200000,6,2
55,39200000,6,1
31,17400000,6,2
49,26100000,2,2
43,8700000,7,2
64,154000000,7,2
48,15500000,6,1
36,20200000,8,2
52,1700000,1,3
35,23700000,8,2
66,44400000,1,3
45,29300000,8,1
30,12500000,3,3
67,44900000,5,1
60,25000000,2,2
31,41700000,7,2
23,39200000,7,3
48,46200000,7,2
34,8200000,6,2
48,803000000,1,5
50,8800000,1,3
70,37100000,1,3
79,39600000,6,1
27,11200000,2,3
21,29600000,3,3
33,17700000,6,2
50,343300000,4,2
59,871800000,8,3
21,29400000,1,4
55,47800000,2,2
41,16700000,6,2
80,17300000,2,2
26,25600000,4,3
59,42600000,7,1
56,17200000,3,2
56,185300000,6,2
69,49900000,6,1
70,16600000,7,1
78,34200000,7,1
53,839200000,6,3
51,11400000,2,2
76,14900000,8,1
41,41000000,7,2
40,46100000,4,2
78,16600000,8,1
42,39300000,1,3
75,500000,5,1
28,41700000,1,4
27,35300000,4,3
35,14600000,7,2
64,13000000,2,2
60,510000000,8,2
64,3200000,7,1
66,44700000,4,1
62,95800000,6,1
43,190000000,4,2
59,541200000,7,3
60,913500000,6,3
77,44000000,2,2
49,808500000,2,4
79,38200000,2,2
66,475700000,7,2
71,334100000,6,2
43,337800000,6,2
49,311000000,5,2
24,50000000,2,3
67,6400000,5,1
68,49100000,8,1
27,338400000,3,3
35,6200000,5,2
73,5900000,6,1
77,22600000,2,2
39,15400000,6,2
73,33600000,7,1
29,47300000,3,3
64,21400000,5,1
59,27600000,4,2
37,16100000,6,2
50,3700000,5,2
65,10100000,4,1
60,41300000,6,1
26,31300000,1,4
69,10500000,3,2
53,1100000,1,3
79,43400000,1,3
51,133600000,1,3
22,570800000,4,4
48,43100000,7,2
36,9400000,1,3
27,37800000,3,3
67,5500000,3,2
21,136800000,6,3
77,3200000,8,1
39,429500000,7,3
38,19400000,4,2
42,8800000,2,2
78,39700000,8,1
32,9100000,7,2
72,39400000,8,1
57,776900000,8,3
36,241900000,3,3
56,224600000,6,2
31,46500000,1,4
30,166400000,3,3
53,22100000,8,1
29,32200000,4,2
27,43800000,4,3
33,29000000,6,2
38,34100000,2,3
78,44700000,8,1
29,10900000,3,3
37,147700000,5,2
63,755700000,6,3
57,11100000,6,1
20,47500000,7,3
49,20800000,5,2
64,34200000,8,1
62,18000000,3,2
50,37100000,6,2
50,30600000,1,3
36,737600000,3,4
49,136200000,8,2
34,300000,4,2
54,49500000,8,1
32,17100000,5,2
61,573800000,8,3
76,33900000,5,1
64,24600000,6,1
78,500000,3,1
41,24700000,5,2
62,15900000,8,1
41,29700000,1,3
75,28200000,3,2
35,66500000,5,2
27,48600000,3,3
63,39000000,3,2
24,48500000,8,3
78,30400000,4,1
39,28300000,2,3
27,4800000,2,3
60,163900000,1,3
28,2600000,2,3
22,33200000,5,3
62,685400000,8,3
70,46200000,5,1
26,8700000,2,3
75,2800000,2,2
57,40200000,5,1
63,33900000,6,1
72,661900000,4,3
52,38000000,8,1
80,20600000,1,3
36,37100000,5,2
59,775400000,5,3
28,49800000,3,3
79,32500000,5,1
65,47200000,6,1
55,32400000,4,2
21,33600000,3,3
78,945400000,4,3
61,11700000,3,2
63,40300000,2,2
22,544400000,7,3
20,41000000,1,5
59,33300000,1,3
75,1000000,5,1
29,6700000,3,3
31,27600000,2,3
22,33900000,3,3
45,9100000,4,2
22,15300000,8,3
21,27600000,4,3
68,5400000,3,2
36,119400000,8,2
26,18200000,8,2
64,815200000,6,3
40,858200000,5,3
55,15100000,3,2
61,45400000,4,2
37,10400000,5,2
71,13900000,4,1
55,34900000,6,1
68,13800000,8,1
75,42300000,2,2
26,43700000,5,3
58,313100000,3,2
78,26000000,6,1
21,205700000,2,4
45,24700000,3,2
52,40600000,2,2
60,39800000,4,2
24,7900000,2,3
45,96000000,7,2
62,17600000,6,1
53,10000000,7,1
59,36300000,1,3
66,19200000,6,1
49,500000,5,2
23,376200000,7,3
29,36400000,6,2
64,19900000,1,3
52,37200000,7,1
21,16100000,5,3
45,6500000,1,3
31,8700000,6,2
48,47600000,6,2
68,844800000,4,3
64,34100000,4,1
78,8700000,6,1
40,31200000,4,2
51,700000,7,1
76,42800000,1,3
21,100000,1,4
73,44600000,8,1
20,21400000,3,3
47,620400000,4,3
76,21700000,3,2
58,40500000,5,1
78,37600000,6,1
76,36600000,6,1
61,42000000,7,1
30,431500000,7,3
80,19900000,7,1
26,17100000,2,3
55,8500000,3,2
37,33800000,5,2
71,46500000,6,1
43,33900000,4,2
37,14300000,4,2
41,13300000,3,2
46,40900000,3,2
51,6500000,3,2
35,18100000,4,2
51,18100000,8,1
67,300000,5,1
44,25700000,3,2
80,38000000,5,1
65,18800000,2,2
20,13400000,7,3
57,669400000,2,3
30,996600000,5,4
24,164300000,4,3
55,446000000,6,2
24,7800000,7,2
51,12500000,7,1
78,295800000,8,2
36,500000,4,2
67,13600000,4,1
76,39100000,1,3
60,8400000,5,1
30,27700000,4,2
29,33600000,8,2
23,48000000,7,3
57,20800000,3,2
51,797300000,8,3
34,46200000,5,2
69,847500000,6,3
62,788400000,3,3
37,34100000,3,2
68,404300000,3,3
62,49000000,5,1
57,37000000,4,2
61,17900000,4,1
42,26000000,8,2
41,23100000,5,2
38,42300000,4,2
75,380100000,2,3
59,29600000,7,1
77,35000000,7,1
55,38900000,3,2
38,49100000,6,2
38,10700000,3,2
49,18100000,5,2
44,196000000,7,2
53,45900000,4,2
27,10300000,8,2
79,523400000,7,2
33,21300000,6,2
49,4200000,3,2
37,14900000,1,3
62,1600000,5,1
34,36300000,3,2
55,14600000,6,1
66,832900000,8,3
74,8300000,6,1
33,94300000,8,2
43,16600000,5,2
79,39300000,1,3
30,13500000,7,2
80,22500000,6,1
46,15900000,6,2
67,47800000,8,1
69,23800000,4,1
64,715800000,3,3
37,26700000,2,3
79,400000,2,2
20,97900000,8,3
51,41400000,2,2
30,8600000,8,2
35,47300000,7,2
33,489700000,6,3
38,22400000,6,2
41,27700000,8,2
73,37500000,1,3
66,660200000,1,4
21,38700000,4,3
22,11500000,7,3
36,32100000,3,2
74,17400000,2,2
24,297200000,5,3
43,26100000,4,2
66,8900000,6,1
26,32900000,4,3
40,11700000,8,2
44,26400000,3,2
76,15700000,1,3
37,600000,5,2
38,28100000,4,2
75,26900000,6,1
31,38200000,1,4
27,12700000,8,2
63,30100000,2,2
72,979800000,2,4
77,11800000,7,1
20,12300000,1,5
21,4500000,2,3
42,47000000,8,2
67,378200000,1,4
38,701400000,1,5
72,34600000,1,3
75,25300000,3,2
28,431000000,4,3
33,4600000,2,3
23,7100000,6,3
40,27600000,3,2
73,32500000,1,3
72,31500000,8,1
36,13700000,6,2
53,369000000,2,3
40,813000000,7,3
33,25200000,4,2
36,955900000,2,5
37,800000,3,2
78,1500000,3,1
33,546900000,4,3
22,42900000,6,3
58,311700000,3,2
29,186700000,3,3
59,47700000,5,1
31,732300000,5,3
57,38000000,6,1
23,3800000,7,3
63,36100000,5,1
30,877100000,2,5
52,31300000,8,1
36,37200000,7,2
52,7500000,7,1
42,400000,5,2
23,468300000,3,4
62,44700000,2,2
23,31500000,8,3
28,736800000,7,3
79,431400000,8,2
38,748100000,3,4
23,16300000,2,3
75,10500000,2,2
62,23400000,8,1
28,27200000,7,2
36,1600000,7,2
75,465600000,1,4
78,21700000,1,3
51,38100000,1,3
51,348600000,6,2
66,12900000,5,1
31,341000000,7,3
42,33600000,6,2
59,22000000,4,2
65,27900000,7,1
29,31800000,5,2
34,14100000,7,2
51,17700000,4,2
54,267600000,8,2
73,45100000,2,2
45,42400000,8,2
48,41700000,3,2
21,43200000,4,3
68,2800000,2,2
72,474300000,3,3
28,14400000,2,3
57,34800000,7,1
63,492000000,4,3
48,13700000,8,1
57,550600000,7,3
34,19000000,2,3
70,20800000,7,1
72,19700000,7,1
70,47500000,3,2
56,37100000,4,2
54,33100000,4,2
68,77700000,7,1
59,43000000,6,1
38,47300000,2,3
64,31300000,4,1
66,32600000,1,3
73,455000000,3,3
27,280500000,3,3
47,25400000,3,2
25,674500000,5,4
44,35700000,7,2
30,40300000,3,3
76,31700000,1,3
77,34700000,1,3
73,38300000,8,1
23,29300000,7,3
21,37900000,3,3
77,49300000,1,3
46,24700000,1,3
49,38900000,3,2
63,7600000,3,2
41,46300000,7,2
55,888900000,7,3
52,35600000,8,1
60,17200000,2,2
67,8600000,5,1
61,46400000,7,1
52,824500000,2,4
70,14200000,2,2
44,36200000,5,2
23,20100000,1,4
54,471400000,3,3
35,300000,4,2
30,41100000,6,2
21,7200000,8,3
62,9800000,4,1
57,16500000,4,2
68,619000000,4,3
23,5600000,5,3
77,16400000,2,2
60,3500000,4,1
36,42800000,6,2
23,32100000,4,3
73,46500000,8,1
74,863900000,7,3
68,11000000,2,2
35,33400000,6,2
32,29700000,7,2
52,834100000,7,3
63,29100000,8,1
44,84100000,7,2
55,12400000,5,1
77,36400000,3,2
69,5200000,3,2
60,31300000,6,1
26,16700000,7,2
29,285000000,2,3
28,45300000,5,2
59,25600000,2,2
46,45800000,2,2
68,6600000,3,2
31,800000,5,2
78,29000000,5,1
44,627200000,7,3
41,383500000,2,3
57,31300000,7,1
71,2600000,6,1
60,814100000,8,3
65,40100000,7,1
29,31200000,8,2
27,976800000,5,4
42,22300000,3,2
26,22900000,7,2
48,30300000,7,1
42,29900000,3,2
24,48200000,3,3
68,442500000,3,3
70,28700000,4,1
71,49200000,8,1
22,722700000,4,4
77,9300000,2,2
41,34300000,1,3
25,895100000,4,4
57,19700000,6,1
60,11000000,2,2
34,56900000,2,3
55,21100000,7,1
36,37700000,4,2
74,41500000,5,1
63,38000000,2,2
21,409300000,2,4
43,126100000,1,3
22,231700000,3,3
40,229900000,8,2
23,506000000,5,3
66,664600000,3,3
70,332600000,7,2
36,26200000,5,2
24,46100000,3,3
60,17500000,3,2
30,30300000,2,3
26,35700000,4,3
45,744200000,7,3
47,9800000,2,2
42,25000000,7,2
80,415500000,1,4
44,20100000,2,2
42,705900000,3,3
40,9900000,6,2
57,19600000,7,1
49,748300000,3,3
70,25200000,7,1
40,38300000,7,2
31,18500000,7,2
58,48800000,4,2
42,16700000,6,2
55,27200000,4,2
44,2800000,8,1
34,17000000,8,2
47,4200000,7,1
25,874800000,4,4
30,709500000,1,5
62,37600000,7,1
39,23500000,6,2
42,10700000,6,2
53,29200000,2,2
49,15700000,2,2
44,22200000,7,2
38,46300000,1,3
26,12100000,3,3
30,94500000,3,3
31,2500000,5,2
20,24000000,8,3
28,41400000,1,4
27,660900000,4,4
69,279900000,5,2
57,23900000,6,1
72,21300000,8,1
29,961500000,3,4
46,9400000,2,2
39,953600000,1,5
68,26300000,1,3
39,300000,6,2
32,3700000,3,2
80,26400000,1,3
64,35700000,6,1
76,946200000,3,3
64,36800000,2,2
74,585600000,2,3
51,32700000,1,3
22,6900000,1,4
70,36000000,8,1
78,41400000,4,1
54,7500000,1,3
79,26600000,4,1
71,42200000,2,2
33,49100000,7,2
58,10700000,8,1
33,31300000,6,2
77,21100000,6,1
30,449900000,5,3
23,46100000,6,3
74,39000000,4,1
35,626900000,3,3
77,6600000,3,1
32,667900000,4,3
59,10200000,3,2
27,14600000,5,2
65,37100000,7,1
38,37100000,6,2
65,49400000,8,1
33,32400000,5,2
35,26300000,8,2
41,57400000,6,2
50,46800000,5,2
52,416600000,4,3
68,22100000,2,2
25,117700000,3,3
21,822200000,8,4
67,20300000,6,1
22,11800000,4,3
68,16700000,6,1
73,581700000,1,4
41,41700000,5,2
71,16800000,5,1
79,761900000,7,3
33,20100000,6,2
37,149400000,1,4
43,100900000,3,2
51,1200000,6,1
59,377000000,7,2
27,39500000,3,3
78,571300000,6,2
40,16300000,2,3
43,3600000,8,1
39,18400000,6,2
29,44200000,7,2
32,10800000,6,2
63,48300000,3,2
22,30900000,7,3
32,991900000,3,4
68,210600000,2,3
40,23900000,6,2
39,599700000,5,3
65,40500000,8,1
28,681200000,3,4
20,89200000,4,3
57,400000,4,2
45,27500000,7,2
46,744900000,7,3
56,440600000,4,3
35,18100000,1,3
60,25400000,5,1
31,45900000,2,3
70,42800000,7,1
26,387300000,1,5
30,338200000,6,3
49,41400000,2,2
29,570300000,8,3
74,33800000,3,2
62,25200000,5,1
21,378300000,1,5
38,28600000,4,2
68,23200000,4,1
41,47700000,2,3
27,32200000,8,2
61,990700000,6,3
23,3600000,2,3
33,2300000,8,2
79,942400000,2,4
69,23600000,7,1
32,44400000,8,2
54,94200000,7,2
42,27700000,6,2
68,27300000,4,1
80,159700000,4,2
33,602700000,2,4
64,870500000,7,3
54,100000,7,1
38,46300000,6,2
79,48100000,5,1
33,675500000,2,4
43,763800000,4,3
70,49800000,7,1
67,43400000,2,2
45,1300000,8,1
53,47100000,2,2
55,151500000,5,2
72,986600000,3,3
53,6800000,1,3
63,40300000,2,2
64,624100000,1,4
21,22700000,4,3
38,45700000,7,2
26,29800000,4,3
53,1600000,3,2
78,48100000,5,1
29,44300000,6,2
22,2800000,4,3
64,15000000,1,3
57,49300000,2,2
64,24000000,7,1
76,1400000,2,2
75,38200000,3,2
52,175600000,1,3
54,33300000,7,1
38,15000000,4,2
24,47500000,5,3
46,47000000,4,2
38,16900000,2,3
45,8700000,6,2
58,3600000,3,2
43,8600000,2,2
35,965400000,8,4
23,25400000,3,3
34,29000000,5,2
35,29700000,5,2
64,296600000,4,2
39,35800000,6,2
58,487800000,7,2
76,9100000,4,1
30,92600000,1,4
41,48700000,7,2
45,5000000,3,2
43,593800000,8,3
25,39700000,6,3
28,487100000,3,3
51,42800000,6,2
22,1600000,4,3
43,552200000,2,3
67,304900000,3,2
75,11600000,5,1
47,48800000,6,2
38,982500000,7,4
31,9700000,8,2
76,46000000,5,1
46,28500000,6,2
42,456400000,3,3
53,29400000,6,1
31,35500000,3,3
70,41700000,8,1
68,201600000,6,2
71,74800000,6,1
45,36700000,7,2
43,476400000,7,3
57,672900000,2,3
26,4900000,2,3
39,3600000,8,2
39,6600000,5,2
58,374000000,2,3
50,2700000,6,1
42,12900000,1,3
28,24100000,5,2
69,9200000,4,1
31,3100000,7,2
25,24200000,6,2
26,11800000,8,2
24,24400000,2,3
28,5300000,5,2
59,37200000,3,2
63,29000000,5,1
33,927600000,6,4
32,669800000,2,4
26,19600000,3,3
42,504100000,6,3
33,100000,3,2
58,726200000,4,3
77,45900000,7,1
76,24500000,5,1
22,34500000,1,4
30,40400000,3,3
64,32200000,1,3
70,2900000,3,2
55,44500000,3,2
38,25300000,8,2
79,29600000,5,1
35,15800000,7,2
50,9800000,6,1
36,19700000,4,2
22,7200000,4,3
58,42300000,8,1
62,136100000,3,2
36,28000000,2,3
37,42500000,7,2
67,42200000,8,1
72,226500000,3,2
51,18500000,4,2
35,39800000,6,2
58,899900000,4,3
71,17000000,5,1
50,300000,3,2
63,3000000,1,3
48,484300000,5,3
49,2000000,6,1
38,14100000,5,2
23,6400000,4,3
71,18600000,8,1
76,39000000,5,1
49,50000000,8,1
37,13800000,5,2
29,26300000,1,4
42,25800000,1,3
59,10300000,7,1
53,7800000,1,3
67,30000000,4,1
67,680700000,4,3
32,19300000,2,3
70,961400000,6,3
40,128400000,8,2
61,45600000,2,2
71,1400000,8,1
29,4700000,1,4
42,45000000,1,3
77,3600000,2,2
65,36800000,3,2
41,3600000,7,2
80,20800000,5,1
70,14800000,1,3
22,210800000,6,3
73,268500000,4,2
40,21900000,4,2
54,737900000,7,3
47,231500000,8,2
73,550100000,6,2
69,2100000,5,1
51,47500000,4,2
71,41300000,5,1
56,33400000,2,2
67,9500000,8,1
34,45600000,3,2
68,45400000,7,1
48,29600000,3,2
35,406400000,8,3
55,793800000,2,4
28,10300000,1,4
42,19900000,3,2
76,636600000,4,3
34,20000000,1,4
58,15300000,8,1
43,23000000,5,2
48,39600000,3,2
47,42900000,8,1
62,49500000,4,2
79,980100000,2,4
73,61700000,4,1
45,510600000,2,3
40,44300000,8,2
28,23900000,5,2
